essay_id,o_v4008,c_v4008,e_v4008,a_v4008,n_v4008
1,4.7,5.3,6.33333333333333,3.7,4.36666666666667
2,3.33333333333333,2.93333333333333,4,5.23333333333333,5
3,5.9,4.4,4.6,4.4,6.43333333333333
4,5,5.93333333333333,7,5.2,5.33333333333333
5,4.46666666666667,5.33333333333333,4.86666666666667,5.6,5.93333333333333
6,6.8,3.9,5.23333333333333,5.1,5.8
7,5.23333333333333,3.93333333333333,5.23333333333333,5,4.86666666666667
8,5.26666666666667,4.2,4.83333333333333,3.56666666666667,5.6
9,4.66666666666667,2.83333333333333,5.2,5.16666666666667,6.9
10,4.6,4.33333333333333,5.76666666666667,5.5,6.53333333333333
11,2.86666666666667,3.76666666666667,1.83333333333333,4.23333333333333,5.1
12,5.1,6.8,3.7,3.86666666666667,5.96666666666667
13,4.73333333333333,4.6,5.8,6.4,5.06666666666667
14,4.73333333333333,2.83333333333333,7.63333333333333,5.23333333333333,5.93333333333333
15,3.9,2.86666666666667,4.66666666666667,4.1,3.46666666666667
16,4.33333333333333,4.53333333333333,4.16666666666667,4.2,6.7
17,5.43333333333333,6.23333333333333,4.2,2.63333333333333,4.06666666666667
18,5.76666666666667,2.3,4.56666666666667,4.56666666666667,4.1
19,3.86666666666667,6.93333333333333,4.16666666666667,4.1,2.66666666666667
20,6.4,2.7,3.5,5.5,6.56666666666667
21,4.3,6.46666666666667,4.96666666666667,5.73333333333333,6.7
22,4.73333333333333,5.86666666666667,4.7,5.4,7.7
23,4.73333333333333,3.8,6.2,7,4.96666666666667
24,6.06666666666667,5.43333333333333,6.06666666666667,5,6.76666666666667
25,4.86666666666667,5.86666666666667,6.6,6.13333333333333,5.66666666666667
26,4.4,6.33333333333333,5.4,6.5,5.16666666666667
27,3.83333333333333,4.7,7.06666666666667,4.86666666666667,3.46666666666667
28,6.56666666666667,4,5.46666666666667,5.8,5.73333333333333
29,4.43333333333333,2.96666666666667,3.26666666666667,5.4,6.53333333333333
30,4.46666666666667,4.13333333333333,6.33333333333333,6.1,7.16666666666667
31,3.93333333333333,3.43333333333333,5.33333333333333,5.56666666666667,4.56666666666667
32,3.46666666666667,4.33333333333333,5.13333333333333,4.8,5.6
33,4.06666666666667,3.33333333333333,3.73333333333333,5.16666666666667,7.5
34,5.23333333333333,4.6,2.9,5.66666666666667,6.83333333333333
35,4.9,4.6,6.36666666666667,4.43333333333333,5.96666666666667
36,5.2,5.5,5.53333333333333,6.36666666666667,4.76666666666667
37,6.63333333333333,5.36666666666667,4.96666666666667,4.96666666666667,4.5
38,5.5,3.53333333333333,5.6,4.9,5.76666666666667
39,4.76666666666667,6.76666666666667,5.1,5.33333333333333,5.16666666666667
40,5.06666666666667,2.96666666666667,5.43333333333333,4.3,4.9
41,3.83333333333333,5.53333333333333,2.83333333333333,4.2,6.03333333333333
42,6.73333333333333,3.26666666666667,4.86666666666667,4.36666666666667,6.23333333333333
43,5.9,6.46666666666667,5.36666666666667,3.13333333333333,6.16666666666667
44,3.9,5.5,4.03333333333333,5.1,4.13333333333333
45,4.93333333333333,2.43333333333333,6.56666666666667,3.76666666666667,6.33333333333333
46,5.16666666666667,6.6,5.46666666666667,6.16666666666667,5.16666666666667
47,4.53333333333333,5,2.76666666666667,3.9,6.5
48,4.16666666666667,4.53333333333333,4.7,5.8,6.36666666666667
49,6.3,2.33333333333333,7.66666666666667,4.7,2.8
50,5.26666666666667,4.7,5.96666666666667,5.83333333333333,5.33333333333333
